date,interest_total
2010-06-30,1.1963800547945205
2010-07-31,3.7575481643835618
2010-08-31,5.312525506849315
2010-09-30,5.9390361643835625
2010-10-31,6.07215098630137
2010-11-30,6.3654805479452055
2010-12-31,7.51290706849315
2011-01-31,7.2494045205479445
2011-02-28,6.233537424657534
2011-03-31,6.670065479452055
2011-04-30,6.16518997260274
2011-05-31,6.092344438356165
2011-06-30,5.330760547945206
2011-07-31,5.487560328767124
2011-08-31,5.797695726027397
2011-09-30,6.141030136986302
2011-10-31,6.746646027397261
2011-11-30,6.28388493150685
2011-12-31,5.504797561643835
2012-01-31,3.5642803561643834
2012-02-29,2.1443228493150683
2012-03-31,1.4433032328767124
2012-04-30,1.1194073150684931
2012-05-31,0.8704219178082192
2012-06-30,0.49781506849315077
2012-07-31,0.4016232876712329
2012-08-31,0.298527397260274
2012-09-30,0.2817397260273973
2012-10-31,0.2619082191780822
2012-11-30,0.22428767123287674
2012-12-31,0.1619739726027397
2013-01-31,0.12293013698630137
2013-02-28,0.17743561643835618
2013-03-31,0.24107397260273972
2013-04-30,0.23483561643835615
2013-05-31,0.2154780821917808
2013-06-30,0.17724657534246577
2013-07-31,0.19923835616438357
2013-08-31,0.14596712328767122
2013-09-30,0.10052054794520549
2013-10-31,0.09002739726027398
2013-11-30,0.06458904109589042
2013-12-31,0.06094520547945206
2014-01-31,0.1304931506849315
2014-02-28,0.11276712328767123
2014-03-31,0.09397260273972603
2014-04-30,0.024657534246575342
2014-05-31,0.0
